"clinical_id","alias_code","sample_alias","run_accession","sample_accession","experiment_accession"
"KTN206","0cell","KTN2060cell130","SRR7753714","SAMN09910848","SRX4609717"
"KTN206","0cell","KTN2060cell129","SRR7753715","SAMN09910847","SRX4609716"
"KTN206","0cell","KTN2060cell248","SRR7753727","SAMN09910966","SRX4609704"
"KTN206","0cell","KTN2060cell241","SRR7753728","SAMN09910959","SRX4609703"
"KTN206","0cell","KTN2060cell242","SRR7753729","SAMN09910960","SRX4609702"
"KTN206","OPcell","KTN206OPcell48","SRR7753734","SAMN09911214","SRX4609697"
"KTN206","0cell","KTN2060cell408","SRR7753752","SAMN09911126","SRX4609679"
"KTN206","0cell","KTN2060cell403","SRR7753755","SAMN09911121","SRX4609676"
"KTN206","0cell","KTN2060cell402","SRR7753758","SAMN09911120","SRX4609673"
"KTN206","0cell","KTN2060cell38","SRR7753764","SAMN09910756","SRX4609667"
"KTN206","0cell","KTN2060cell169","SRR7753771","SAMN09910887","SRX4609660"
"KTN206","0cell","KTN2060cell45","SRR7753772","SAMN09910763","SRX4609659"
"KTN206","0cell","KTN2060cell168","SRR7753791","SAMN09910886","SRX4609640"
"KTN206","0cell","KTN2060cell167","SRR7753792","SAMN09910885","SRX4609639"
"KTN206","0cell","KTN2060cell201","SRR7753793","SAMN09910919","SRX4609638"
"KTN206","0cell","KTN2060cell202","SRR7753794","SAMN09910920","SRX4609637"
"KTN206","0cell","KTN2060cell363","SRR7753802","SAMN09911081","SRX4609629"
"KTN206","0cell","KTN2060cell368","SRR7753805","SAMN09911086","SRX4609626"
"KTN206","0cell","KTN2060cell367","SRR7753806","SAMN09911085","SRX4609625"
"KTN206","0cell","KTN2060cell113","SRR7753817","SAMN09910831","SRX4609614"
"KTN206","0cell","KTN2060cell298","SRR7753819","SAMN09911016","SRX4609612"
"KTN206","0cell","KTN2060cell296","SRR7753821","SAMN09911014","SRX4609610"
"KTN206","0cell","KTN2060cell340","SRR7753828","SAMN09911058","SRX4609603"
"KTN206","0cell","KTN2060cell184","SRR7753832","SAMN09910902","SRX4609599"
"KTN206","0cell","KTN2060cell182","SRR7753834","SAMN09910900","SRX4609597"
"KTN206","0cell","KTN2060cell181","SRR7753835","SAMN09910899","SRX4609596"
"KTN206","OPcell","KTN206OPcell108","SRR7750980","SAMN09909196","SRX4607276"
"KTN206","OPcell","KTN206OPcell107","SRR7750981","SAMN09909195","SRX4607275"
"KTN206","OPcell","KTN206OPcell336","SRR7750986","SAMN09909424","SRX4607270"
"KTN206","OPcell","KTN206OPcell379","SRR7750989","SAMN09909467","SRX4607267"
"KTN206","OPcell","KTN206OPcell380","SRR7750990","SAMN09909468","SRX4607266"
"KTN206","OPcell","KTN206OPcell342","SRR7750993","SAMN09909430","SRX4607263"
"KTN206","OPcell","KTN206OPcell341","SRR7750994","SAMN09909429","SRX4607262"
"KTN206","OPcell","KTN206OPcell338","SRR7750997","SAMN09909426","SRX4607259"
"KTN206","OPcell","KTN206OPcell381","SRR7750999","SAMN09909469","SRX4607257"
"KTN206","OPcell","KTN206OPcell335","SRR7751000","SAMN09909423","SRX4607256"
"KTN206","OPcell","KTN206OPcell333","SRR7751002","SAMN09909421","SRX4607254"
"KTN206","OPcell","KTN206OPcell195","SRR7751005","SAMN09909283","SRX4607251"
"KTN206","OPcell","KTN206OPcell414","SRR7751016","SAMN09909502","SRX4607240"
"KTN206","OPcell","KTN206OPcell416","SRR7751018","SAMN09909504","SRX4607238"
"KTN206","OPcell","KTN206OPcell417","SRR7751019","SAMN09909505","SRX4607237"
"KTN206","OPcell","KTN206OPcell419","SRR7751021","SAMN09909507","SRX4607235"
"KTN206","OPcell","KTN206OPcell297","SRR7751030","SAMN09909385","SRX4607226"
"KTN206","OPcell","KTN206OPcell302","SRR7751031","SAMN09909390","SRX4607225"
"KTN206","OPcell","KTN206OPcell236","SRR7751042","SAMN09909324","SRX4607214"
"KTN206","OPcell","KTN206OPcell241","SRR7751043","SAMN09909329","SRX4607213"
"KTN206","OPcell","KTN206OPcell170","SRR7751052","SAMN09909258","SRX4607204"
"KTN206","OPcell","KTN206OPcell399","SRR7751056","SAMN09909487","SRX4607200"
"KTN206","OPcell","KTN206OPcell320","SRR7751058","SAMN09909408","SRX4607198"
"KTN206","OPcell","KTN206OPcell262","SRR7751068","SAMN09909350","SRX4607188"
"KTN206","OPcell","KTN206OPcell99","SRR7751074","SAMN09909187","SRX4607182"
"KTN206","OPcell","KTN206OPcell386","SRR7751080","SAMN09909474","SRX4607176"
"KTN206","OPcell","KTN206OPcell384","SRR7751082","SAMN09909472","SRX4607174"
"KTN206","OPcell","KTN206OPcell390","SRR7751084","SAMN09909478","SRX4607172"
"KTN206","OPcell","KTN206OPcell90","SRR7751090","SAMN09909178","SRX4607166"
"KTN206","OPcell","KTN206OPcell87","SRR7751093","SAMN09909175","SRX4607163"
"KTN206","OPcell","KTN206OPcell85","SRR7751095","SAMN09909173","SRX4607161"
"KTN206","OPcell","KTN206OPcell92","SRR7751098","SAMN09909180","SRX4607158"
"KTN206","OPcell","KTN206OPcell203","SRR7751109","SAMN09909291","SRX4607147"
"KTN206","OPcell","KTN206OPcell425","SRR7751115","SAMN09909513","SRX4607141"
"KTN206","OPcell","KTN206OPcell424","SRR7751116","SAMN09909512","SRX4607140"
"KTN206","OPcell","KTN206OPcell328","SRR7751121","SAMN09909416","SRX4607135"
"KTN206","OPcell","KTN206OPcell323","SRR7751124","SAMN09909411","SRX4607132"
"KTN206","OPcell","KTN206OPcell60","SRR7751126","SAMN09909148","SRX4607130"
"KTN206","OPcell","KTN206OPcell59","SRR7751127","SAMN09909147","SRX4607129"
"KTN206","OPcell","KTN206OPcell58","SRR7751128","SAMN09909146","SRX4607128"
"KTN206","OPcell","KTN206OPcell54","SRR7751132","SAMN09909142","SRX4607124"
"KTN206","OPcell","KTN206OPcell62","SRR7751134","SAMN09909150","SRX4607122"
"KTN206","OPcell","KTN206OPcell129","SRR7751143","SAMN09909217","SRX4607113"
"KTN206","OPcell","KTN206OPcell128","SRR7751144","SAMN09909216","SRX4607112"
"KTN206","OPcell","KTN206OPcell127","SRR7751145","SAMN09909215","SRX4607111"
"KTN206","OPcell","KTN206OPcell252","SRR7751155","SAMN09909340","SRX4607101"
"KTN206","OPcell","KTN206OPcell177","SRR7751159","SAMN09909265","SRX4607097"
"KTN206","OPcell","KTN206OPcell174","SRR7751164","SAMN09909262","SRX4607092"
"KTN206","OPcell","KTN206OPcell181","SRR7751165","SAMN09909269","SRX4607091"
"KTN206","OPcell","KTN206OPcell285","SRR7751167","SAMN09909373","SRX4607089"
"KTN206","OPcell","KTN206OPcell291","SRR7751176","SAMN09909379","SRX4607080"
"KTN206","OPcell","KTN206OPcell292","SRR7751177","SAMN09909380","SRX4607079"
"KTN206","OPcell","KTN206OPcell361","SRR7751181","SAMN09909449","SRX4607075"
"KTN206","OPcell","KTN206OPcell362","SRR7751182","SAMN09909450","SRX4607074"
"KTN206","OPcell","KTN206OPcell73","SRR7751191","SAMN09909161","SRX4607065"
"KTN206","OPcell","KTN206OPcell80","SRR7751198","SAMN09909168","SRX4607058"
"KTN206","OPcell","KTN206OPcell222","SRR7751202","SAMN09909310","SRX4607054"
"KTN206","OPcell","KTN206OPcell216","SRR7751204","SAMN09909304","SRX4607052"
"KTN206","OPcell","KTN206OPcell143","SRR7751216","SAMN09909231","SRX4607040"
"KTN206","OPcell","KTN206OPcell346","SRR7751224","SAMN09909434","SRX4607032"
"KTN206","OPcell","KTN206OPcell349","SRR7751227","SAMN09909437","SRX4607029"
"KTN206","OPcell","KTN206OPcell352","SRR7751230","SAMN09909440","SRX4607026"
"KTN206","OPcell","KTN206OPcell393","SRR7751233","SAMN09909481","SRX4607023"
"KTN206","OPcell","KTN206OPcell394","SRR7751234","SAMN09909482","SRX4607022"
"KTN206","OPcell","KTN206OPcell318","SRR7751239","SAMN09909406","SRX4607017"
"KTN206","OPcell","KTN206OPcell317","SRR7751240","SAMN09909405","SRX4607016"
"KTN206","OPcell","KTN206OPcell401","SRR7751241","SAMN09909489","SRX4607015"
"KTN206","OPcell","KTN206OPcell118","SRR7751248","SAMN09909206","SRX4607008"
"KTN206","OPcell","KTN206OPcell119","SRR7751249","SAMN09909207","SRX4607007"
"KTN206","OPcell","KTN206OPcell113","SRR7751251","SAMN09909201","SRX4607005"
"KTN206","OPcell","KTN206OPcell116","SRR7751254","SAMN09909204","SRX4607002"
"KTN206","OPcell","KTN206OPcell69","SRR7751302","SAMN09909157","SRX4606954"
"KTN206","OPcell","KTN206OPcell66","SRR7751305","SAMN09909154","SRX4606951"
"KTN206","OPcell","KTN206OPcell232","SRR7751307","SAMN09909320","SRX4606949"
"KTN206","OPcell","KTN206OPcell228","SRR7751313","SAMN09909316","SRX4606943"
"KTN206","OPcell","KTN206OPcell139","SRR7751319","SAMN09909227","SRX4606937"
"KTN206","OPcell","KTN206OPcell133","SRR7751325","SAMN09909221","SRX4606931"
"KTN206","OPcell","KTN206OPcell142","SRR7751328","SAMN09909230","SRX4606928"
"KTN206","OPcell","KTN206OPcell161","SRR7751329","SAMN09909249","SRX4606927"
"KTN206","OPcell","KTN206OPcell159","SRR7751333","SAMN09909247","SRX4606923"
"KTN206","OPcell","KTN206OPcell154","SRR7751336","SAMN09909242","SRX4606920"
"KTN206","OPcell","KTN206OPcell412","SRR7751339","SAMN09909500","SRX4606917"
"KTN206","OPcell","KTN206OPcell406","SRR7751343","SAMN09909494","SRX4606913"
"KTN206","OPcell","KTN206OPcell408","SRR7751345","SAMN09909496","SRX4606911"
"KTN206","OPcell","KTN206OPcell263","SRR7751349","SAMN09909351","SRX4606907"
"KTN206","OPcell","KTN206OPcell103","SRR7751358","SAMN09909191","SRX4607279"
"KTN206","0cell","KTN2060cell328","SRR7753340","SAMN09911046","SRX4609591"
"KTN206","0cell","KTN2060cell326","SRR7753342","SAMN09911044","SRX4609589"
"KTN206","0cell","KTN2060cell323","SRR7753345","SAMN09911041","SRX4609586"
"KTN206","0cell","KTN2060cell98","SRR7753351","SAMN09910816","SRX4609580"
"KTN206","0cell","KTN2060cell91","SRR7753352","SAMN09910809","SRX4609579"
"KTN206","0cell","KTN2060cell152","SRR7753360","SAMN09910870","SRX4609571"
"KTN206","0cell","KTN2060cell153","SRR7753361","SAMN09910871","SRX4609570"
"KTN206","0cell","KTN2060cell155","SRR7753363","SAMN09910873","SRX4609568"
"KTN206","0cell","KTN2060cell252","SRR7753369","SAMN09910970","SRX4609562"
"KTN206","0cell","KTN2060cell255","SRR7753374","SAMN09910973","SRX4609557"
"KTN206","0cell","KTN2060cell396","SRR7753382","SAMN09911114","SRX4609549"
"KTN206","0cell","KTN2060cell416","SRR7753386","SAMN09911134","SRX4609545"
"KTN206","0cell","KTN2060cell447","SRR7753398","SAMN09911165","SRX4609533"
"KTN206","OPcell","KTN206OPcell2","SRR7753403","SAMN09911168","SRX4609528"
"KTN206","0cell","KTN2060cell294","SRR7753404","SAMN09911012","SRX4609527"
"KTN206","0cell","KTN2060cell52","SRR7753406","SAMN09910770","SRX4609525"
"KTN206","0cell","KTN2060cell293","SRR7753407","SAMN09911011","SRX4609524"
"KTN206","0cell","KTN2060cell54","SRR7753408","SAMN09910772","SRX4609523"
"KTN206","0cell","KTN2060cell57","SRR7753411","SAMN09910775","SRX4609520"
"KTN206","0cell","KTN2060cell59","SRR7753413","SAMN09910777","SRX4609518"
"KTN206","0cell","KTN2060cell60","SRR7753414","SAMN09910778","SRX4609517"
"KTN206","0cell","KTN2060cell218","SRR7753415","SAMN09910936","SRX4609516"
"KTN206","0cell","KTN2060cell214","SRR7753419","SAMN09910932","SRX4609512"
"KTN206","0cell","KTN2060cell353","SRR7753427","SAMN09911071","SRX4609504"
"KTN206","0cell","KTN2060cell107","SRR7753438","SAMN09910825","SRX4609493"
"KTN206","0cell","KTN2060cell422","SRR7753450","SAMN09911140","SRX4609481"
"KTN206","0cell","KTN2060cell424","SRR7753452","SAMN09911142","SRX4609479"
"KTN206","0cell","KTN2060cell430","SRR7753454","SAMN09911148","SRX4609477"
"KTN206","0cell","KTN2060cell18","SRR7753459","SAMN09910736","SRX4609472"
"KTN206","0cell","KTN2060cell20","SRR7753465","SAMN09910738","SRX4609466"
"KTN206","0cell","KTN2060cell312","SRR7753473","SAMN09911030","SRX4609458"
"KTN206","0cell","KTN2060cell316","SRR7753477","SAMN09911034","SRX4609454"
"KTN206","0cell","KTN2060cell147","SRR7753482","SAMN09910865","SRX4609449"
"KTN206","0cell","KTN2060cell145","SRR7753484","SAMN09910863","SRX4609447"
"KTN206","0cell","KTN2060cell266","SRR7753492","SAMN09910984","SRX4609439"
"KTN206","0cell","KTN2060cell263","SRR7753493","SAMN09910981","SRX4609438"
"KTN206","0cell","KTN2060cell150","SRR7753495","SAMN09910868","SRX4609436"
"KTN206","0cell","KTN2060cell387","SRR7753506","SAMN09911105","SRX4609425"
"KTN206","OPcell","KTN206OPcell21","SRR7753507","SAMN09911187","SRX4609424"
"KTN206","OPcell","KTN206OPcell16","SRR7753512","SAMN09911182","SRX4609419"
"KTN206","OPcell","KTN206OPcell10","SRR7753514","SAMN09911176","SRX4609417"
"KTN206","OPcell","KTN206OPcell19","SRR7753515","SAMN09911185","SRX4609416"
"KTN206","0cell","KTN2060cell1","SRR7753520","SAMN09910719","SRX4609411"
"KTN206","0cell","KTN2060cell2","SRR7753521","SAMN09910720","SRX4609410"
"KTN206","0cell","KTN2060cell7","SRR7753526","SAMN09910725","SRX4609405"
"KTN206","0cell","KTN2060cell9","SRR7753528","SAMN09910727","SRX4609403"
"KTN206","0cell","KTN2060cell69","SRR7753531","SAMN09910787","SRX4609400"
"KTN206","0cell","KTN2060cell63","SRR7753539","SAMN09910781","SRX4609392"
"KTN206","0cell","KTN2060cell223","SRR7753540","SAMN09910941","SRX4609391"
"KTN206","0cell","KTN2060cell349","SRR7753545","SAMN09911067","SRX4609386"
"KTN206","0cell","KTN2060cell225","SRR7753546","SAMN09910943","SRX4609385"
"KTN206","0cell","KTN2060cell135","SRR7753560","SAMN09910853","SRX4609371"
"KTN206","0cell","KTN2060cell136","SRR7753561","SAMN09910854","SRX4609370"
"KTN206","0cell","KTN2060cell431","SRR7753580","SAMN09911149","SRX4609351"
"KTN206","0cell","KTN2060cell435","SRR7753584","SAMN09911153","SRX4609347"
"KTN206","0cell","KTN2060cell28","SRR7753595","SAMN09910746","SRX4609336"
"KTN206","0cell","KTN2060cell27","SRR7753596","SAMN09910745","SRX4609335"
"KTN206","0cell","KTN2060cell302","SRR7753601","SAMN09911020","SRX4609330"
"KTN206","0cell","KTN2060cell303","SRR7753604","SAMN09911021","SRX4609327"
"KTN206","0cell","KTN2060cell305","SRR7753606","SAMN09911023","SRX4609325"
"KTN206","0cell","KTN2060cell352","SRR7753612","SAMN09911070","SRX4609319"
"KTN206","0cell","KTN2060cell173","SRR7753613","SAMN09910891","SRX4609318"
"KTN206","0cell","KTN2060cell174","SRR7753614","SAMN09910892","SRX4609317"
"KTN206","0cell","KTN2060cell171","SRR7753615","SAMN09910889","SRX4609316"
"KTN206","0cell","KTN2060cell175","SRR7753619","SAMN09910893","SRX4609312"
"KTN206","0cell","KTN2060cell376","SRR7753630","SAMN09911094","SRX4609301"
"KTN206","0cell","KTN2060cell100","SRR7753640","SAMN09910818","SRX4609291"
"KTN206","OPcell","KTN206OPcell31","SRR7753650","SAMN09911197","SRX4609281"
"KTN206","0cell","KTN2060cell282","SRR7753652","SAMN09911000","SRX4609279"
"KTN206","0cell","KTN2060cell288","SRR7753658","SAMN09911006","SRX4609273"
"KTN206","0cell","KTN2060cell46","SRR7753664","SAMN09910764","SRX4609267"
"KTN206","0cell","KTN2060cell199","SRR7753665","SAMN09910917","SRX4609266"
"KTN206","0cell","KTN2060cell194","SRR7753674","SAMN09910912","SRX4609257"
"KTN206","0cell","KTN2060cell80","SRR7753676","SAMN09910798","SRX4609755"
"KTN206","0cell","KTN2060cell78","SRR7753678","SAMN09910796","SRX4609753"
"KTN206","0cell","KTN2060cell75","SRR7753679","SAMN09910793","SRX4609752"
"KTN206","0cell","KTN2060cell71","SRR7753683","SAMN09910789","SRX4609748"
"KTN206","0cell","KTN2060cell337","SRR7753700","SAMN09911055","SRX4609731"
"KTN206","0cell","KTN2060cell128","SRR7753718","SAMN09910846","SRX4609713"
"KTN206","0cell","KTN2060cell245","SRR7753724","SAMN09910963","SRX4609707"
"KTN206","0cell","KTN2060cell246","SRR7753725","SAMN09910964","SRX4609706"
"KTN206","0cell","KTN2060cell249","SRR7753732","SAMN09910967","SRX4609699"
"KTN206","OPcell","KTN206OPcell52","SRR7753743","SAMN09911218","SRX4609688"
"KTN206","OPcell","KTN206OPcell8","SRR7753747","SAMN09911174","SRX4609684"
"KTN206","OPcell","KTN206OPcell7","SRR7753748","SAMN09911173","SRX4609683"
"KTN206","0cell","KTN2060cell409","SRR7753749","SAMN09911127","SRX4609682"
"KTN206","0cell","KTN2060cell31","SRR7753761","SAMN09910749","SRX4609670"
"KTN206","0cell","KTN2060cell43","SRR7753774","SAMN09910761","SRX4609657"
"KTN206","0cell","KTN2060cell50","SRR7753777","SAMN09910768","SRX4609654"
"KTN206","0cell","KTN2060cell203","SRR7753795","SAMN09910921","SRX4609636"
"KTN206","0cell","KTN2060cell207","SRR7753799","SAMN09910925","SRX4609632"
"KTN206","0cell","KTN2060cell361","SRR7753804","SAMN09911079","SRX4609627"
"KTN206","0cell","KTN2060cell366","SRR7753807","SAMN09911084","SRX4609624"
"KTN206","0cell","KTN2060cell112","SRR7753816","SAMN09910830","SRX4609615"
"KTN206","0cell","KTN2060cell295","SRR7753822","SAMN09911013","SRX4609609"
"KTN206","OPcell","KTN206OPcell110","SRR7750982","SAMN09909198","SRX4607274"
"KTN206","OPcell","KTN206OPcell193","SRR7751003","SAMN09909281","SRX4607253"
"KTN206","OPcell","KTN206OPcell194","SRR7751004","SAMN09909282","SRX4607252"
"KTN206","OPcell","KTN206OPcell200","SRR7751010","SAMN09909288","SRX4607246"
"KTN206","OPcell","KTN206OPcell202","SRR7751012","SAMN09909290","SRX4607244"
"KTN206","OPcell","KTN206OPcell413","SRR7751015","SAMN09909501","SRX4607241"
"KTN206","OPcell","KTN206OPcell415","SRR7751017","SAMN09909503","SRX4607239"
"KTN206","OPcell","KTN206OPcell418","SRR7751020","SAMN09909506","SRX4607236"
"KTN206","OPcell","KTN206OPcell295","SRR7751024","SAMN09909383","SRX4607232"
"KTN206","OPcell","KTN206OPcell300","SRR7751027","SAMN09909388","SRX4607229"
"KTN206","OPcell","KTN206OPcell301","SRR7751032","SAMN09909389","SRX4607224"
"KTN206","OPcell","KTN206OPcell238","SRR7751036","SAMN09909326","SRX4607220"
"KTN206","OPcell","KTN206OPcell166","SRR7751048","SAMN09909254","SRX4607208"
"KTN206","OPcell","KTN206OPcell165","SRR7751049","SAMN09909253","SRX4607207"
"KTN206","OPcell","KTN206OPcell260","SRR7751060","SAMN09909348","SRX4607196"
"KTN206","OPcell","KTN206OPcell257","SRR7751063","SAMN09909345","SRX4607193"
"KTN206","OPcell","KTN206OPcell255","SRR7751065","SAMN09909343","SRX4607191"
"KTN206","OPcell","KTN206OPcell102","SRR7751079","SAMN09909190","SRX4607177"
"KTN206","OPcell","KTN206OPcell387","SRR7751087","SAMN09909475","SRX4607169"
"KTN206","OPcell","KTN206OPcell207","SRR7751105","SAMN09909295","SRX4607151"
"KTN206","OPcell","KTN206OPcell332","SRR7751117","SAMN09909420","SRX4607139"
"KTN206","OPcell","KTN206OPcell327","SRR7751120","SAMN09909415","SRX4607136"
"KTN206","OPcell","KTN206OPcell324","SRR7751125","SAMN09909412","SRX4607131"
"KTN206","OPcell","KTN206OPcell56","SRR7751130","SAMN09909144","SRX4607126"
"KTN206","OPcell","KTN206OPcell246","SRR7751147","SAMN09909334","SRX4607109"
"KTN206","OPcell","KTN206OPcell247","SRR7751154","SAMN09909335","SRX4607102"
"KTN206","OPcell","KTN206OPcell358","SRR7751186","SAMN09909446","SRX4607070"
"KTN206","OPcell","KTN206OPcell218","SRR7751210","SAMN09909306","SRX4607046"
"KTN206","OPcell","KTN206OPcell145","SRR7751218","SAMN09909233","SRX4607038"
"KTN206","OPcell","KTN206OPcell344","SRR7751222","SAMN09909432","SRX4607034"
"KTN206","OPcell","KTN206OPcell397","SRR7751237","SAMN09909485","SRX4607019"
"KTN206","OPcell","KTN206OPcell398","SRR7751238","SAMN09909486","SRX4607018"
"KTN206","OPcell","KTN206OPcell188","SRR7751257","SAMN09909276","SRX4606999"
"KTN206","OPcell","KTN206OPcell187","SRR7751258","SAMN09909275","SRX4606998"
"KTN206","OPcell","KTN206OPcell184","SRR7751261","SAMN09909272","SRX4606995"
"KTN206","OPcell","KTN206OPcell186","SRR7751263","SAMN09909274","SRX4606993"
"KTN206","OPcell","KTN206OPcell275","SRR7751270","SAMN09909363","SRX4606986"
"KTN206","OPcell","KTN206OPcell278","SRR7751271","SAMN09909366","SRX4606985"
"KTN206","OPcell","KTN206OPcell311","SRR7751295","SAMN09909399","SRX4606961"
"KTN206","OPcell","KTN206OPcell68","SRR7751299","SAMN09909156","SRX4606957"
"KTN206","OPcell","KTN206OPcell67","SRR7751300","SAMN09909155","SRX4606956"
"KTN206","OPcell","KTN206OPcell70","SRR7751301","SAMN09909158","SRX4606955"
"KTN206","OPcell","KTN206OPcell64","SRR7751303","SAMN09909152","SRX4606953"
"KTN206","OPcell","KTN206OPcell138","SRR7751322","SAMN09909226","SRX4606934"
"KTN206","OPcell","KTN206OPcell162","SRR7751330","SAMN09909250","SRX4606926"
"KTN206","OPcell","KTN206OPcell157","SRR7751331","SAMN09909245","SRX4606925"
"KTN206","OPcell","KTN206OPcell156","SRR7751338","SAMN09909244","SRX4606918"
"KTN206","OPcell","KTN206OPcell405","SRR7751344","SAMN09909493","SRX4606912"
"KTN206","OPcell","KTN206OPcell407","SRR7751346","SAMN09909495","SRX4606910"
"KTN206","OPcell","KTN206OPcell266","SRR7751352","SAMN09909354","SRX4606904"
"KTN206","OPcell","KTN206OPcell267","SRR7751353","SAMN09909355","SRX4606903"
"KTN206","OPcell","KTN206OPcell104","SRR7751357","SAMN09909192","SRX4607280"
"KTN206","0cell","KTN2060cell322","SRR7753346","SAMN09911040","SRX4609585"
"KTN206","0cell","KTN2060cell92","SRR7753353","SAMN09910810","SRX4609578"
"KTN206","0cell","KTN2060cell156","SRR7753364","SAMN09910874","SRX4609567"
"KTN206","0cell","KTN2060cell256","SRR7753373","SAMN09910974","SRX4609558"
"KTN206","0cell","KTN2060cell398","SRR7753380","SAMN09911116","SRX4609551"
"KTN206","0cell","KTN2060cell414","SRR7753392","SAMN09911132","SRX4609539"
"KTN206","0cell","KTN2060cell413","SRR7753393","SAMN09911131","SRX4609538"
"KTN206","0cell","KTN2060cell443","SRR7753394","SAMN09911161","SRX4609537"
"KTN206","0cell","KTN2060cell441","SRR7753396","SAMN09911159","SRX4609535"
"KTN206","0cell","KTN2060cell442","SRR7753397","SAMN09911160","SRX4609534"
"KTN206","OPcell","KTN206OPcell1","SRR7753402","SAMN09911167","SRX4609529"
