"clinical_id","alias_code","sample_alias","run_accession","sample_accession","experiment_accession"
"KTN132","2cell","KTN1322cell390","SRR5961380","SAMN07544358","SRX3119579"
"KTN132","2cell","KTN1322cell393","SRR5961382","SAMN07544361","SRX3119577"
"KTN132","2cell","KTN1322cell389","SRR5961383","SAMN07544357","SRX3119576"
"KTN132","2cell","KTN1322cell326","SRR5961396","SAMN07544294","SRX3119563"
"KTN132","2cell","KTN1322cell330","SRR5961400","SAMN07544298","SRX3119559"
"KTN132","2cell","KTN1322cell399","SRR5961406","SAMN07544367","SRX3119553"
"KTN132","2cell","KTN1322cell403","SRR5961410","SAMN07544371","SRX3119549"
"KTN132","2cell","KTN1322cell359","SRR5961412","SAMN07544327","SRX3119547"
"KTN132","2cell","KTN1322cell360","SRR5961415","SAMN07544328","SRX3119544"
"KTN132","2cell","KTN1322cell287","SRR5961420","SAMN07544255","SRX3119539"
"KTN132","2cell","KTN1322cell448","SRR5961423","SAMN07544416","SRX3119536"
"KTN132","2cell","KTN1322cell449","SRR5961424","SAMN07544417","SRX3119535"
"KTN132","2cell","KTN1322cell349","SRR5961433","SAMN07544317","SRX3119526"
"KTN132","2cell","KTN1322cell352","SRR5961438","SAMN07544320","SRX3119521"
"KTN132","2cell","KTN1322cell353","SRR5961439","SAMN07544321","SRX3119520"
"KTN132","2cell","KTN1322cell375","SRR5961444","SAMN07544343","SRX3119515"
"KTN132","2cell","KTN1322cell381","SRR5961446","SAMN07544349","SRX3119513"
"KTN132","2cell","KTN1322cell296","SRR5961451","SAMN07544264","SRX3119508"
"KTN132","2cell","KTN1322cell303","SRR5961458","SAMN07544271","SRX3119501"
"KTN132","2cell","KTN1322cell433","SRR5961461","SAMN07544401","SRX3119498"
"KTN132","2cell","KTN1322cell430","SRR5961462","SAMN07544398","SRX3119497"
"KTN132","2cell","KTN1322cell431","SRR5961463","SAMN07544399","SRX3119496"
"KTN132","2cell","KTN1322cell427","SRR5961467","SAMN07544395","SRX3119492"
"KTN132","2cell","KTN1322cell368","SRR5961470","SAMN07544336","SRX3119489"
"KTN132","2cell","KTN1322cell369","SRR5961471","SAMN07544337","SRX3119488"
"KTN132","2cell","KTN1322cell365","SRR5961475","SAMN07544333","SRX3119484"
"KTN132","2cell","KTN1322cell49","SRR5967471","SAMN07552525","SRX3125118"
"KTN132","2cell","KTN1322cell50","SRR5967472","SAMN07552526","SRX3125117"
"KTN132","2cell","KTN1322cell45","SRR5967475","SAMN07552521","SRX3125114"
"KTN132","0cell","KTN1320cell71","SRR5967478","SAMN07552330","SRX3125111"
"KTN132","0cell","KTN1320cell80","SRR5967487","SAMN07552339","SRX3125102"
"KTN132","0cell","KTN1320cell212","SRR5967490","SAMN07552471","SRX3125099"
"KTN132","0cell","KTN1320cell214","SRR5967492","SAMN07552473","SRX3125097"
"KTN132","0cell","KTN1320cell217","SRR5967497","SAMN07552476","SRX3125092"
"KTN132","2cell","KTN1322cell253","SRR5967499","SAMN07552729","SRX3125090"
"KTN132","2cell","KTN1322cell244","SRR5967502","SAMN07552720","SRX3125087"
"KTN132","2cell","KTN1322cell245","SRR5967503","SAMN07552721","SRX3125086"
"KTN132","2cell","KTN1322cell145","SRR5967508","SAMN07552621","SRX3125081"
"KTN132","0cell","KTN1320cell164","SRR5967518","SAMN07552423","SRX3125071"
"KTN132","0cell","KTN1320cell166","SRR5967524","SAMN07552425","SRX3125065"
"KTN132","0cell","KTN1320cell165","SRR5967525","SAMN07552424","SRX3125064"
"KTN132","2cell","KTN1322cell4","SRR5967528","SAMN07552480","SRX3125061"
"KTN132","2cell","KTN1322cell9","SRR5967533","SAMN07552485","SRX3125056"
"KTN132","2cell","KTN1322cell11","SRR5967535","SAMN07552487","SRX3125054"
"KTN132","2cell","KTN1322cell169","SRR5967542","SAMN07552645","SRX3125047"
"KTN132","2cell","KTN1322cell168","SRR5967543","SAMN07552644","SRX3125046"
"KTN132","0cell","KTN1320cell39","SRR5967552","SAMN07552298","SRX3125037"
"KTN132","2cell","KTN1322cell95","SRR5967559","SAMN07552571","SRX3125030"
"KTN132","2cell","KTN1322cell102","SRR5967562","SAMN07552578","SRX3125027"
"KTN132","2cell","KTN1322cell103","SRR5967563","SAMN07552579","SRX3125026"
"KTN132","2cell","KTN1322cell221","SRR5967566","SAMN07552697","SRX3125023"
"KTN132","0cell","KTN1320cell90","SRR5967574","SAMN07552349","SRX3125015"
"KTN132","0cell","KTN1320cell81","SRR5967577","SAMN07552340","SRX3125012"
"KTN132","0cell","KTN1320cell83","SRR5967579","SAMN07552342","SRX3125010"
"KTN132","0cell","KTN1320cell85","SRR5967581","SAMN07552344","SRX3125008"
"KTN132","0cell","KTN1320cell88","SRR5967582","SAMN07552347","SRX3125007"
"KTN132","0cell","KTN1320cell128","SRR5967584","SAMN07552387","SRX3125005"
"KTN132","0cell","KTN1320cell124","SRR5967588","SAMN07552383","SRX3125001"
"KTN132","0cell","KTN1320cell121","SRR5967591","SAMN07552380","SRX3124998"
"KTN132","0cell","KTN1320cell130","SRR5967592","SAMN07552389","SRX3124997"
"KTN132","2cell","KTN1322cell135","SRR5967603","SAMN07552611","SRX3124986"
"KTN132","2cell","KTN1322cell138","SRR5967606","SAMN07552614","SRX3124983"
"KTN132","2cell","KTN1322cell140","SRR5967608","SAMN07552616","SRX3124981"
"KTN132","0cell","KTN1320cell194","SRR5967613","SAMN07552453","SRX3124976"
"KTN132","0cell","KTN1320cell198","SRR5967617","SAMN07552457","SRX3124972"
"KTN132","0cell","KTN1320cell196","SRR5967619","SAMN07552455","SRX3124970"
"KTN132","2cell","KTN1322cell54","SRR5967625","SAMN07552530","SRX3124964"
"KTN132","2cell","KTN1322cell60","SRR5967627","SAMN07552536","SRX3124962"
"KTN132","2cell","KTN1322cell59","SRR5967628","SAMN07552535","SRX3124961"
"KTN132","0cell","KTN1320cell45","SRR5967633","SAMN07552304","SRX3124956"
"KTN132","0cell","KTN1320cell42","SRR5967636","SAMN07552301","SRX3124953"
"KTN132","0cell","KTN1320cell41","SRR5967637","SAMN07552300","SRX3124952"
"KTN132","2cell","KTN1322cell263","SRR5967650","SAMN07552739","SRX3124939"
"KTN132","2cell","KTN1322cell262","SRR5967651","SAMN07552738","SRX3124938"
"KTN132","2cell","KTN1322cell255","SRR5967653","SAMN07552731","SRX3124936"
"KTN132","2cell","KTN1322cell256","SRR5967656","SAMN07552732","SRX3124933"
"KTN132","2cell","KTN1322cell259","SRR5967657","SAMN07552735","SRX3124932"
"KTN132","2cell","KTN1322cell258","SRR5967658","SAMN07552734","SRX3124931"
"KTN132","0cell","KTN1320cell157","SRR5967663","SAMN07552416","SRX3124926"
"KTN132","0cell","KTN1320cell156","SRR5967666","SAMN07552415","SRX3124923"
"KTN132","2cell","KTN1322cell87","SRR5967671","SAMN07552563","SRX3124918"
"KTN132","2cell","KTN1322cell84","SRR5967674","SAMN07552560","SRX3124915"
"KTN132","2cell","KTN1322cell90","SRR5967676","SAMN07552566","SRX3124913"
"KTN132","2cell","KTN1322cell93","SRR5967679","SAMN07552569","SRX3124910"
"KTN132","2cell","KTN1322cell224","SRR5967681","SAMN07552700","SRX3124908"
"KTN132","2cell","KTN1322cell226","SRR5967683","SAMN07552702","SRX3124906"
"KTN132","2cell","KTN1322cell228","SRR5967685","SAMN07552704","SRX3124904"
"KTN132","0cell","KTN1320cell93","SRR5967693","SAMN07552352","SRX3124896"
"KTN132","0cell","KTN1320cell94","SRR5967694","SAMN07552353","SRX3124895"
"KTN132","0cell","KTN1320cell92","SRR5967696","SAMN07552351","SRX3124893"
"KTN132","2cell","KTN1322cell17","SRR5967707","SAMN07552493","SRX3124882"
"KTN132","2cell","KTN1322cell15","SRR5967709","SAMN07552491","SRX3124880"
"KTN132","2cell","KTN1322cell14","SRR5967710","SAMN07552490","SRX3124879"
"KTN132","0cell","KTN1320cell4","SRR5967716","SAMN07552263","SRX3124873"
"KTN132","0cell","KTN1320cell112","SRR5967729","SAMN07552371","SRX3124860"
"KTN132","0cell","KTN1320cell116","SRR5967733","SAMN07552375","SRX3124856"
"KTN132","2cell","KTN1322cell129","SRR5967738","SAMN07552605","SRX3124851"
"KTN132","2cell","KTN1322cell132","SRR5967745","SAMN07552608","SRX3124844"
"KTN132","0cell","KTN1320cell183","SRR5967751","SAMN07552442","SRX3124838"
"KTN132","2cell","KTN1322cell30","SRR5967756","SAMN07552506","SRX3124833"
"KTN132","2cell","KTN1322cell33","SRR5967765","SAMN07552509","SRX3124824"
"KTN132","0cell","KTN1320cell55","SRR5967770","SAMN07552314","SRX3124819"
"KTN132","0cell","KTN1320cell54","SRR5967773","SAMN07552313","SRX3124816"
"KTN132","2cell","KTN1322cell203","SRR5967776","SAMN07552679","SRX3124813"
"KTN132","2cell","KTN1322cell201","SRR5967782","SAMN07552677","SRX3124807"
"KTN132","2cell","KTN1322cell198","SRR5967785","SAMN07552674","SRX3124804"
"KTN132","2cell","KTN1322cell268","SRR5967787","SAMN07552744","SRX3124802"
"KTN132","2cell","KTN1322cell269","SRR5967788","SAMN07552745","SRX3124801"
"KTN132","2cell","KTN1322cell271","SRR5967790","SAMN07552747","SRX3124799"
"KTN132","2cell","KTN1322cell265","SRR5967792","SAMN07552741","SRX3124797"
"KTN132","0cell","KTN1320cell14","SRR5967813","SAMN07552273","SRX3125276"
"KTN132","0cell","KTN1320cell18","SRR5967817","SAMN07552277","SRX3125272"
"KTN132","0cell","KTN1320cell19","SRR5967820","SAMN07552278","SRX3125269"
"KTN132","2cell","KTN1322cell116","SRR5967828","SAMN07552592","SRX3125261"
"KTN132","2cell","KTN1322cell115","SRR5967831","SAMN07552591","SRX3125258"
"KTN132","0cell","KTN1320cell67","SRR5967833","SAMN07552326","SRX3125256"
"KTN132","0cell","KTN1320cell64","SRR5967836","SAMN07552323","SRX3125253"
"KTN132","2cell","KTN1322cell257","SRR5967852","SAMN07552733","SRX3125237"
"KTN132","0cell","KTN1320cell101","SRR5967865","SAMN07552360","SRX3125224"
"KTN132","0cell","KTN1320cell106","SRR5967868","SAMN07552365","SRX3125221"
"KTN132","0cell","KTN1320cell105","SRR5967869","SAMN07552364","SRX3125220"
"KTN132","2cell","KTN1322cell155","SRR5967879","SAMN07552631","SRX3125210"
"KTN132","0cell","KTN1320cell171","SRR5967890","SAMN07552430","SRX3125199"
"KTN132","0cell","KTN1320cell174","SRR5967893","SAMN07552433","SRX3125196"
"KTN132","0cell","KTN1320cell179","SRR5967894","SAMN07552438","SRX3125195"
"KTN132","2cell","KTN1322cell41","SRR5967898","SAMN07552517","SRX3125191"
"KTN132","2cell","KTN1322cell35","SRR5967900","SAMN07552511","SRX3125189"
"KTN132","2cell","KTN1322cell37","SRR5967902","SAMN07552513","SRX3125187"
"KTN132","2cell","KTN1322cell180","SRR5967906","SAMN07552656","SRX3125183"
"KTN132","2cell","KTN1322cell43","SRR5967908","SAMN07552519","SRX3125181"
"KTN132","0cell","KTN1320cell25","SRR5967921","SAMN07552284","SRX3125168"
"KTN132","2cell","KTN1322cell207","SRR5967927","SAMN07552683","SRX3125162"
"KTN132","2cell","KTN1322cell205","SRR5967929","SAMN07552681","SRX3125160"
"KTN132","2cell","KTN1322cell282","SRR5967941","SAMN07552758","SRX3125148"
"KTN132","0cell","KTN1320cell134","SRR5967947","SAMN07552393","SRX3125142"
"KTN132","2cell","KTN1322cell68","SRR5967958","SAMN07552544","SRX3125131"
"KTN152","OPcell","KTN152OPcell56","SRR5959036","SAMN07543892","SRX3117596"
"KTN152","OPcell","KTN152OPcell144","SRR5959039","SAMN07543980","SRX3117593"
"KTN152","OPcell","KTN152OPcell150","SRR5959045","SAMN07543986","SRX3117587"
"KTN152","OPcell","KTN152OPcell393","SRR5959049","SAMN07544229","SRX3117583"
"KTN152","OPcell","KTN152OPcell394","SRR5959050","SAMN07544230","SRX3117582"
"KTN152","OPcell","KTN152OPcell396","SRR5959052","SAMN07544232","SRX3117580"
"KTN152","OPcell","KTN152OPcell411","SRR5959060","SAMN07544247","SRX3117572"
"KTN152","OPcell","KTN152OPcell404","SRR5959065","SAMN07544240","SRX3117567"
"KTN152","OPcell","KTN152OPcell403","SRR5959066","SAMN07544239","SRX3117566"
"KTN152","OPcell","KTN152OPcell228","SRR5959072","SAMN07544064","SRX3117560"
"KTN152","OPcell","KTN152OPcell297","SRR5959086","SAMN07544133","SRX3117546"
"KTN152","OPcell","KTN152OPcell299","SRR5959088","SAMN07544135","SRX3117544"
"KTN152","OPcell","KTN152OPcell96","SRR5959090","SAMN07543932","SRX3117542"
"KTN152","OPcell","KTN152OPcell98","SRR5959096","SAMN07543934","SRX3117536"
"KTN152","OPcell","KTN152OPcell203","SRR5959108","SAMN07544039","SRX3117524"
"KTN152","OPcell","KTN152OPcell137","SRR5959115","SAMN07543973","SRX3117517"
"KTN152","OPcell","KTN152OPcell344","SRR5959129","SAMN07544180","SRX3117503"
"KTN152","OPcell","KTN152OPcell349","SRR5959132","SAMN07544185","SRX3117500"
"KTN152","OPcell","KTN152OPcell118","SRR5959143","SAMN07543954","SRX3117489"
"KTN152","OPcell","KTN152OPcell170","SRR5959154","SAMN07544006","SRX3117478"
"KTN152","OPcell","KTN152OPcell68","SRR5959168","SAMN07543904","SRX3117464"
"KTN152","OPcell","KTN152OPcell235","SRR5959173","SAMN07544071","SRX3117459"
"KTN152","OPcell","KTN152OPcell385","SRR5959193","SAMN07544221","SRX3117439"
"KTN152","OPcell","KTN152OPcell384","SRR5959194","SAMN07544220","SRX3117438"
"KTN152","OPcell","KTN152OPcell383","SRR5959195","SAMN07544219","SRX3117437"
"KTN152","OPcell","KTN152OPcell34","SRR5959199","SAMN07543870","SRX3117433"
"KTN152","OPcell","KTN152OPcell35","SRR5959200","SAMN07543871","SRX3117432"
"KTN152","OPcell","KTN152OPcell42","SRR5959207","SAMN07543878","SRX3117425"
"KTN152","OPcell","KTN152OPcell132","SRR5959217","SAMN07543968","SRX3117415"
"KTN152","OPcell","KTN152OPcell131","SRR5959218","SAMN07543967","SRX3117414"
"KTN152","OPcell","KTN152OPcell339","SRR5959219","SAMN07544175","SRX3117413"
"KTN152","OPcell","KTN152OPcell32","SRR5959238","SAMN07543868","SRX3117394"
"KTN152","OPcell","KTN152OPcell280","SRR5959241","SAMN07544116","SRX3117391"
"KTN152","OPcell","KTN152OPcell278","SRR5959243","SAMN07544114","SRX3117389"
"KTN152","OPcell","KTN152OPcell312","SRR5959252","SAMN07544148","SRX3117380"
"KTN152","OPcell","KTN152OPcell77","SRR5959253","SAMN07543913","SRX3117379"
"KTN152","OPcell","KTN152OPcell78","SRR5959254","SAMN07543914","SRX3117378"
"KTN152","OPcell","KTN152OPcell80","SRR5959256","SAMN07543916","SRX3117376"
"KTN152","OPcell","KTN152OPcell73","SRR5959257","SAMN07543909","SRX3117375"
"KTN152","OPcell","KTN152OPcell196","SRR5959271","SAMN07544032","SRX3117361"
"KTN152","OPcell","KTN152OPcell247","SRR5959276","SAMN07544083","SRX3117356"
"KTN152","OPcell","KTN152OPcell248","SRR5959277","SAMN07544084","SRX3117355"
"KTN152","OPcell","KTN152OPcell244","SRR5959281","SAMN07544080","SRX3117351"
"KTN152","OPcell","KTN152OPcell315","SRR5959285","SAMN07544151","SRX3117347"
"KTN152","OPcell","KTN152OPcell50","SRR5959304","SAMN07543886","SRX3117328"
"KTN152","OPcell","KTN152OPcell156","SRR5959311","SAMN07543992","SRX3117321"
"KTN152","OPcell","KTN152OPcell153","SRR5959312","SAMN07543989","SRX3117320"
"KTN152","OPcell","KTN152OPcell160","SRR5959315","SAMN07543996","SRX3117317"
"KTN152","OPcell","KTN152OPcell329","SRR5959323","SAMN07544165","SRX3117309"
"KTN152","OPcell","KTN152OPcell332","SRR5959328","SAMN07544168","SRX3117304"
"KTN152","OPcell","KTN152OPcell361","SRR5959331","SAMN07544197","SRX3117301"
"KTN152","OPcell","KTN152OPcell415","SRR5959333","SAMN07544251","SRX3117299"
"KTN152","OPcell","KTN152OPcell353","SRR5959336","SAMN07544189","SRX3117296"
"KTN152","OPcell","KTN152OPcell289","SRR5959344","SAMN07544125","SRX3117288"
"KTN152","OPcell","KTN152OPcell86","SRR5959350","SAMN07543922","SRX3117282"
"KTN152","OPcell","KTN152OPcell215","SRR5959360","SAMN07544051","SRX3117272"
"KTN152","OPcell","KTN152OPcell216","SRR5959361","SAMN07544052","SRX3117271"
"KTN152","OPcell","KTN152OPcell217","SRR5959362","SAMN07544053","SRX3117270"
"KTN152","OPcell","KTN152OPcell218","SRR5959363","SAMN07544054","SRX3117269"
"KTN152","OPcell","KTN152OPcell219","SRR5959364","SAMN07544055","SRX3117268"
"KTN152","OPcell","KTN152OPcell187","SRR5959371","SAMN07544023","SRX3117261"
"KTN152","OPcell","KTN152OPcell190","SRR5959372","SAMN07544026","SRX3117260"
"KTN152","OPcell","KTN152OPcell189","SRR5959373","SAMN07544025","SRX3117259"
"KTN152","OPcell","KTN152OPcell184","SRR5959374","SAMN07544020","SRX3117258"
"KTN152","OPcell","KTN152OPcell256","SRR5959384","SAMN07544092","SRX3117248"
"KTN152","OPcell","KTN152OPcell359","SRR5959388","SAMN07544195","SRX3117244"
"KTN152","OPcell","KTN152OPcell109","SRR5959395","SAMN07543945","SRX3117237"
"KTN152","OPcell","KTN152OPcell106","SRR5959398","SAMN07543942","SRX3117234"
"KTN152","OPcell","KTN152OPcell372","SRR5959399","SAMN07544208","SRX3117233"
"KTN152","OPcell","KTN152OPcell105","SRR5959401","SAMN07543941","SRX3117231"
"KTN152","OPcell","KTN152OPcell112","SRR5959402","SAMN07543948","SRX3117230"
"KTN152","OPcell","KTN152OPcell364","SRR5959404","SAMN07544200","SRX3117228"
"KTN152","OPcell","KTN152OPcell365","SRR5959407","SAMN07544201","SRX3117225"
"KTN152","OPcell","KTN152OPcell368","SRR5959408","SAMN07544204","SRX3117224"
"KTN152","OPcell","KTN152OPcell367","SRR5959409","SAMN07544203","SRX3117223"
"KTN152","OPcell","KTN152OPcell57","SRR5959426","SAMN07543893","SRX3117599"
"KTN152","0cell","KTN1520cell398","SRR5964641","SAMN07550761","SRX3122747"
"KTN152","0cell","KTN1520cell392","SRR5964643","SAMN07550755","SRX3122745"
"KTN152","0cell","KTN1520cell394","SRR5964645","SAMN07550757","SRX3122743"
"KTN152","0cell","KTN1520cell72","SRR5964651","SAMN07550435","SRX3122737"
"KTN152","0cell","KTN1520cell78","SRR5964653","SAMN07550441","SRX3122735"
"KTN152","0cell","KTN1520cell77","SRR5964654","SAMN07550440","SRX3122734"
"KTN152","0cell","KTN1520cell85","SRR5964663","SAMN07550448","SRX3122725"
"KTN152","0cell","KTN1520cell81","SRR5964667","SAMN07550444","SRX3122721"
"KTN152","0cell","KTN1520cell297","SRR5964678","SAMN07550660","SRX3122710"
"KTN152","0cell","KTN1520cell298","SRR5964679","SAMN07550661","SRX3122709"
"KTN152","0cell","KTN1520cell114","SRR5964680","SAMN07550477","SRX3122708"
"KTN152","0cell","KTN1520cell115","SRR5964687","SAMN07550478","SRX3122701"
"KTN152","0cell","KTN1520cell340","SRR5964692","SAMN07550703","SRX3122696"
"KTN152","0cell","KTN1520cell331","SRR5964697","SAMN07550694","SRX3122691"
"KTN152","0cell","KTN1520cell210","SRR5964703","SAMN07550573","SRX3122685"
"KTN152","0cell","KTN1520cell203","SRR5964710","SAMN07550566","SRX3122678"
"KTN152","0cell","KTN1520cell29","SRR5964716","SAMN07550392","SRX3122672"
"KTN152","0cell","KTN1520cell30","SRR5964717","SAMN07550393","SRX3122671"
"KTN152","0cell","KTN1520cell24","SRR5964722","SAMN07550387","SRX3122666"
"KTN152","0cell","KTN1520cell25","SRR5964723","SAMN07550388","SRX3122665"
"KTN152","0cell","KTN1520cell26","SRR5964724","SAMN07550389","SRX3122664"
"KTN152","0cell","KTN1520cell27","SRR5964725","SAMN07550390","SRX3122663"
"KTN152","OPcell","KTN152OPcell20","SRR5964737","SAMN07550861","SRX3122651"
"KTN152","OPcell","KTN152OPcell22","SRR5964742","SAMN07550863","SRX3122646"
"KTN152","0cell","KTN1520cell158","SRR5964746","SAMN07550521","SRX3122642"
"KTN152","0cell","KTN1520cell152","SRR5964752","SAMN07550515","SRX3122636"
"KTN152","0cell","KTN1520cell402","SRR5964754","SAMN07550765","SRX3122634"
"KTN152","0cell","KTN1520cell271","SRR5964768","SAMN07550634","SRX3122620"
"KTN152","0cell","KTN1520cell279","SRR5964772","SAMN07550642","SRX3122616"
"KTN152","0cell","KTN1520cell66","SRR5964789","SAMN07550429","SRX3122599"
"KTN152","0cell","KTN1520cell379","SRR5964799","SAMN07550742","SRX3122589"
"KTN152","0cell","KTN1520cell375","SRR5964803","SAMN07550738","SRX3122585"
"KTN152","0cell","KTN1520cell374","SRR5964804","SAMN07550737","SRX3122584"
"KTN152","0cell","KTN1520cell443","SRR5964812","SAMN07550806","SRX3122576"
"KTN152","0cell","KTN1520cell287","SRR5964816","SAMN07550650","SRX3122572"
"KTN152","0cell","KTN1520cell284","SRR5964819","SAMN07550647","SRX3122569"
"KTN152","0cell","KTN1520cell128","SRR5964824","SAMN07550491","SRX3122564"
"KTN152","0cell","KTN1520cell3","SRR5964828","SAMN07550366","SRX3122560"
"KTN152","0cell","KTN1520cell310","SRR5964850","SAMN07550673","SRX3122538"
"KTN152","0cell","KTN1520cell231","SRR5964855","SAMN07550594","SRX3122533"
"KTN152","0cell","KTN1520cell17","SRR5964864","SAMN07550380","SRX3122524"
"KTN152","0cell","KTN1520cell12","SRR5964865","SAMN07550375","SRX3122523"
"KTN152","0cell","KTN1520cell11","SRR5964866","SAMN07550374","SRX3122522"
"KTN152","0cell","KTN1520cell7","SRR5964874","SAMN07550370","SRX3122514"
"KTN152","0cell","KTN1520cell6","SRR5964875","SAMN07550369","SRX3122513"
"KTN152","OPcell","KTN152OPcell3","SRR5964879","SAMN07550844","SRX3122509"
"KTN152","OPcell","KTN152OPcell5","SRR5964881","SAMN07550846","SRX3122507"
"KTN152","OPcell","KTN152OPcell8","SRR5964882","SAMN07550849","SRX3122506"
"KTN152","0cell","KTN1520cell168","SRR5964896","SAMN07550531","SRX3122492"
"KTN152","0cell","KTN1520cell165","SRR5964897","SAMN07550528","SRX3122491"
"KTN152","0cell","KTN1520cell169","SRR5964899","SAMN07550532","SRX3122489"
"KTN152","0cell","KTN1520cell266","SRR5964901","SAMN07550629","SRX3122487"
"KTN152","OPcell","KTN152OPcell152","SRR5959047","SAMN07543988","SRX3117585"
"KTN152","OPcell","KTN152OPcell395","SRR5959051","SAMN07544231","SRX3117581"
"KTN152","OPcell","KTN152OPcell397","SRR5959053","SAMN07544233","SRX3117579"
"KTN152","OPcell","KTN152OPcell400","SRR5959056","SAMN07544236","SRX3117576"
"KTN152","OPcell","KTN152OPcell408","SRR5959061","SAMN07544244","SRX3117571"
"KTN152","OPcell","KTN152OPcell410","SRR5959063","SAMN07544246","SRX3117569"
"KTN152","OPcell","KTN152OPcell406","SRR5959067","SAMN07544242","SRX3117565"
"KTN152","OPcell","KTN152OPcell405","SRR5959068","SAMN07544241","SRX3117564"
"KTN152","OPcell","KTN152OPcell227","SRR5959071","SAMN07544063","SRX3117561"
"KTN152","OPcell","KTN152OPcell226","SRR5959078","SAMN07544062","SRX3117554"
"KTN152","OPcell","KTN152OPcell100","SRR5959094","SAMN07543936","SRX3117538"
"KTN152","OPcell","KTN152OPcell101","SRR5959097","SAMN07543937","SRX3117535"
"KTN152","OPcell","KTN152OPcell209","SRR5959102","SAMN07544045","SRX3117530"
"KTN152","OPcell","KTN152OPcell204","SRR5959107","SAMN07544040","SRX3117525"
"KTN152","OPcell","KTN152OPcell136","SRR5959114","SAMN07543972","SRX3117518"
"KTN152","OPcell","KTN152OPcell139","SRR5959117","SAMN07543975","SRX3117515"
"KTN152","OPcell","KTN152OPcell264","SRR5959120","SAMN07544100","SRX3117512"
"KTN152","OPcell","KTN152OPcell351","SRR5959122","SAMN07544187","SRX3117510"
"KTN152","OPcell","KTN152OPcell270","SRR5959126","SAMN07544106","SRX3117506"
"KTN152","OPcell","KTN152OPcell122","SRR5959136","SAMN07543958","SRX3117496"
"KTN152","OPcell","KTN152OPcell115","SRR5959140","SAMN07543951","SRX3117492"
"KTN152","OPcell","KTN152OPcell104","SRR5959146","SAMN07543940","SRX3117486"
"KTN152","OPcell","KTN152OPcell321","SRR5959148","SAMN07544157","SRX3117484"
"KTN152","OPcell","KTN152OPcell164","SRR5959152","SAMN07544000","SRX3117480"
"KTN152","OPcell","KTN152OPcell163","SRR5959153","SAMN07543999","SRX3117479"
"KTN152","OPcell","KTN152OPcell167","SRR5959157","SAMN07544003","SRX3117475"
"KTN152","OPcell","KTN152OPcell66","SRR5959162","SAMN07543902","SRX3117470"
"KTN152","OPcell","KTN152OPcell64","SRR5959164","SAMN07543900","SRX3117468"
"KTN152","OPcell","KTN152OPcell70","SRR5959166","SAMN07543906","SRX3117466"
"KTN152","OPcell","KTN152OPcell241","SRR5959171","SAMN07544077","SRX3117461"
"KTN152","OPcell","KTN152OPcell234","SRR5959174","SAMN07544070","SRX3117458"
"KTN152","OPcell","KTN152OPcell233","SRR5959175","SAMN07544069","SRX3117457"
"KTN152","OPcell","KTN152OPcell310","SRR5959183","SAMN07544146","SRX3117449"
"KTN152","OPcell","KTN152OPcell303","SRR5959184","SAMN07544139","SRX3117448"
"KTN152","OPcell","KTN152OPcell304","SRR5959185","SAMN07544140","SRX3117447"
"KTN152","OPcell","KTN152OPcell306","SRR5959187","SAMN07544142","SRX3117445"
"KTN152","OPcell","KTN152OPcell390","SRR5959188","SAMN07544226","SRX3117444"
"KTN152","OPcell","KTN152OPcell36","SRR5959201","SAMN07543872","SRX3117431"
"KTN152","OPcell","KTN152OPcell38","SRR5959203","SAMN07543874","SRX3117429"
"KTN152","OPcell","KTN152OPcell127","SRR5959211","SAMN07543963","SRX3117421"
"KTN152","OPcell","KTN152OPcell126","SRR5959212","SAMN07543962","SRX3117420"
"KTN152","OPcell","KTN152OPcell333","SRR5959225","SAMN07544169","SRX3117407"
"KTN152","OPcell","KTN152OPcell334","SRR5959226","SAMN07544170","SRX3117406"
"KTN152","OPcell","KTN152OPcell342","SRR5959228","SAMN07544178","SRX3117404"
"KTN152","OPcell","KTN152OPcell26","SRR5959236","SAMN07543862","SRX3117396"
"KTN152","OPcell","KTN152OPcell279","SRR5959242","SAMN07544115","SRX3117390"
"KTN152","OPcell","KTN152OPcell275","SRR5959246","SAMN07544111","SRX3117386"
"KTN152","OPcell","KTN152OPcell74","SRR5959258","SAMN07543910","SRX3117374"
"KTN152","OPcell","KTN152OPcell76","SRR5959260","SAMN07543912","SRX3117372"
"KTN152","OPcell","KTN152OPcell201","SRR5959264","SAMN07544037","SRX3117368"
"KTN152","OPcell","KTN152OPcell197","SRR5959268","SAMN07544033","SRX3117364"
"KTN152","OPcell","KTN152OPcell243","SRR5959280","SAMN07544079","SRX3117352"
"KTN152","OPcell","KTN152OPcell251","SRR5959282","SAMN07544087","SRX3117350"
"KTN152","OPcell","KTN152OPcell314","SRR5959286","SAMN07544150","SRX3117346"
"KTN152","OPcell","KTN152OPcell377","SRR5959298","SAMN07544213","SRX3117334"
"KTN152","OPcell","KTN152OPcell52","SRR5959300","SAMN07543888","SRX3117332"
"KTN152","OPcell","KTN152OPcell51","SRR5959301","SAMN07543887","SRX3117331"
"KTN152","OPcell","KTN152OPcell48","SRR5959302","SAMN07543884","SRX3117330"
"KTN152","OPcell","KTN152OPcell47","SRR5959303","SAMN07543883","SRX3117329"
"KTN152","OPcell","KTN152OPcell43","SRR5959307","SAMN07543879","SRX3117325"
"KTN152","OPcell","KTN152OPcell154","SRR5959313","SAMN07543990","SRX3117319"
